Time of Purchase,Lead Time,Ticket Type
09:43:26,1 days,advance
09:44:32,1 days,advance
09:59:21,0 days,off-peak
10:05:48,7 days,advance
10:23:57,0 days,off-peak
10:24:15,1 days,advance
10:28:40,0 days,off-peak
10:31:50,1 days,advance
10:35:30,0 days,off-peak
10:35:53,10 days,advance
10:43:18,1 days,advance
11:13:49,0 days,off-peak
11:26:30,0 days,off-peak
11:37:14,0 days,off-peak
11:39:42,0 days,off-peak
11:42:56,1 days,advance
11:44:55,0 days,off-peak
11:45:22,1 days,advance
11:45:51,0 days,off-peak
11:52:20,1 days,advance
11:54:54,1 days,advance
11:59:17,0 days,off-peak
11:59:46,0 days,off-peak
12:08:28,1 days,advance
12:09:18,1 days,advance
12:33:07,1 days,advance
12:33:19,1 days,advance
12:36:39,5 days,advance
12:36:43,1 days,advance
12:43:05,1 days,advance
12:43:08,0 days,off-peak
12:43:26,1 days,advance
13:07:18,0 days,off-peak
13:10:50,0 days,off-peak
13:16:11,0 days,off-peak
13:22:14,0 days,off-peak
13:24:19,0 days,off-peak
13:24:25,0 days,off-peak
13:24:32,1 days,advance
13:25:50,0 days,off-peak
13:27:54,0 days,off-peak
13:29:14,1 days,advance
13:29:51,0 days,off-peak
13:34:05,1 days,advance
13:40:15,7 days,advance
14:01:02,0 days,off-peak
14:01:12,0 days,off-peak
14:14:46,0 days,off-peak
14:18:34,0 days,off-peak
14:29:14,0 days,off-peak
14:34:38,0 days,anytime
14:35:56,0 days,anytime
14:37:52,0 days,anytime
14:41:18,0 days,anytime
14:44:28,0 days,anytime
14:45:55,0 days,anytime
15:00:02,1 days,advance
15:08:03,0 days,off-peak
15:10:07,1 days,advance
15:13:33,0 days,anytime
15:14:31,0 days,anytime
15:19:12,1 days,advance
15:21:00,0 days,anytime
15:29:43,1 days,advance
15:30:48,1 days,advance
15:32:46,0 days,anytime
15:58:11,0 days,anytime
16:02:36,0 days,anytime
16:07:09,0 days,anytime
16:07:14,0 days,anytime
16:09:51,0 days,anytime
16:10:57,1 days,advance
16:11:13,0 days,anytime
16:14:57,0 days,anytime
16:20:52,1 days,advance
16:24:15,0 days,anytime
16:32:12,1 days,advance
16:32:56,1 days,advance
16:35:10,1 days,advance
16:37:20,1 days,advance
17:05:25,0 days,anytime
17:09:06,1 days,advance
17:09:57,0 days,anytime
17:12:19,1 days,advance
17:13:39,0 days,anytime
17:15:00,0 days,anytime
17:16:43,0 days,anytime
17:17:32,0 days,anytime
17:19:08,0 days,anytime
17:20:10,1 days,advance
17:21:25,0 days,anytime
17:22:17,0 days,anytime
17:22:19,0 days,anytime
17:25:17,0 days,anytime
17:25:47,1 days,advance
17:26:54,0 days,anytime
17:27:40,0 days,anytime
17:29:34,0 days,anytime
17:32:57,1 days,advance
17:34:35,1 days,advance
17:39:28,0 days,off-peak
17:46:43,1 days,advance
17:46:50,1 days,advance
17:53:08,1 days,advance
17:58:33,1 days,advance
18:13:41,0 days,anytime
18:31:18,1 days,advance
18:44:20,1 days,advance
18:52:12,1 days,advance
18:59:15,17 days,advance
18:59:51,0 days,off-peak
19:26:57,5 days,advance
19:30:09,1 days,advance
19:32:03,2 days,advance
19:32:22,1 days,advance
19:33:09,1 days,advance
19:33:28,1 days,advance
19:35:33,1 days,advance
19:40:16,1 days,advance
19:41:18,1 days,advance
19:53:49,1 days,advance
20:07:05,1 days,advance
20:07:36,1 days,advance
20:16:36,1 days,advance
20:20:29,1 days,advance
20:21:07,1 days,advance
20:23:13,4 days,advance
20:23:55,1 days,advance
20:24:54,3 days,advance
20:25:23,1 days,advance
20:26:00,1 days,advance
20:26:46,1 days,advance
20:26:52,1 days,advance
20:31:30,16 days,advance
20:34:36,0 days,off-peak
20:46:41,1 days,advance
20:57:32,7 days,advance
21:15:54,1 days,advance
21:26:56,1 days,advance
21:40:57,1 days,advance
21:50:04,1 days,advance
21:53:02,1 days,advance
22:07:35,1 days,advance
22:32:26,8 days,advance
22:47:49,1 days,advance
23:14:31,1 days,advance
23:32:21,1 days,advance
23:36:51,1 days,advance
23:55:25,1 days,advance
23:56:59,1 days,advance
23:57:55,1 days,advance
00:03:26,0 days,off-peak
00:03:54,2 days,advance
00:06:54,0 days,off-peak
00:14:28,1 days,advance
00:21:21,2 days,advance
00:22:40,1 days,advance
00:24:17,0 days,off-peak
00:26:47,0 days,off-peak
00:33:27,0 days,off-peak
00:39:25,0 days,off-peak
01:00:06,0 days,off-peak
01:06:38,26 days,advance
01:10:57,5 days,advance
01:11:49,1 days,advance
01:16:13,0 days,off-peak
01:18:09,18 days,advance
01:19:39,1 days,advance
01:20:50,11 days,advance
01:24:27,0 days,off-peak
01:24:36,0 days,off-peak
01:27:37,25 days,advance
01:28:04,12 days,advance
01:34:00,6 days,advance
01:34:33,1 days,advance
01:36:26,1 days,advance
01:36:44,10 days,advance
01:38:51,1 days,advance
01:40:17,20 days,advance
01:42:54,1 days,advance
01:43:09,11 days,advance
01:43:24,1 days,advance
01:44:11,27 days,advance
01:55:05,1 days,advance
01:56:06,7 days,advance
01:57:21,1 days,advance
02:02:20,26 days,advance
02:02:41,1 days,advance
02:02:42,23 days,advance
02:02:49,0 days,off-peak
02:03:47,0 days,off-peak
02:07:19,0 days,off-peak
02:07:52,4 days,advance
02:10:13,18 days,advance
02:39:00,24 days,advance
02:54:02,1 days,advance
03:03:02,3 days,advance
03:03:24,6 days,advance
03:05:13,0 days,off-peak
03:12:03,0 days,off-peak
03:12:10,10 days,advance
03:14:39,1 days,advance
03:15:05,18 days,advance
03:16:14,0 days,off-peak
03:22:49,0 days,off-peak
03:22:53,22 days,advance
03:23:23,1 days,advance
03:25:08,1 days,advance
03:27:07,1 days,advance
03:30:53,2 days,advance
03:34:45,27 days,advance
03:35:58,15 days,advance
03:37:42,15 days,advance
03:39:24,22 days,advance
03:40:57,12 days,advance
03:44:23,1 days,advance
03:47:46,0 days,off-peak
03:50:32,1 days,advance
03:57:17,0 days,off-peak
03:58:47,18 days,advance
04:15:14,1 days,advance
04:18:30,1 days,advance
04:21:12,4 days,advance
04:26:32,0 days,off-peak
04:39:28,9 days,advance
04:40:33,2 days,advance
04:45:41,0 days,anytime
04:52:22,0 days,anytime
04:52:46,0 days,anytime
04:55:27,0 days,anytime
05:02:37,26 days,advance
05:05:40,0 days,anytime
05:08:12,0 days,anytime
05:10:39,0 days,anytime
05:10:43,0 days,anytime
05:12:38,14 days,advance
05:13:46,0 days,anytime
05:20:45,1 days,advance
05:22:16,0 days,anytime
05:24:10,1 days,advance
05:25:14,0 days,anytime
05:26:18,24 days,advance
05:36:28,6 days,advance
05:37:47,15 days,advance
05:42:35,9 days,advance
05:47:31,0 days,anytime
05:47:35,16 days,advance
05:49:13,0 days,anytime
05:52:51,14 days,advance
05:56:47,0 days,anytime
06:00:17,0 days,anytime
06:02:25,0 days,anytime
06:02:38,22 days,advance
06:04:10,9 days,advance
06:04:55,27 days,advance
06:05:56,22 days,advance
06:06:52,1 days,advance
06:09:36,27 days,advance
06:10:17,0 days,anytime
06:10:27,8 days,advance
06:10:52,16 days,advance
06:11:05,17 days,advance
06:11:54,0 days,anytime
06:17:12,12 days,advance
06:29:36,25 days,advance
06:30:15,0 days,anytime
06:30:41,0 days,anytime
06:31:18,0 days,anytime
06:35:12,1 days,advance
06:35:29,0 days,anytime
06:36:36,0 days,anytime
06:41:28,14 days,advance
06:41:42,0 days,anytime
06:42:12,22 days,advance
06:42:53,2 days,advance
06:43:21,0 days,anytime
06:44:14,0 days,anytime
06:45:45,0 days,anytime
06:50:31,0 days,anytime
06:58:43,0 days,anytime
06:59:14,0 days,anytime
06:59:35,23 days,advance
07:15:36,0 days,anytime
07:16:52,18 days,advance
07:23:33,0 days,anytime
07:25:04,0 days,anytime
07:28:42,0 days,anytime
07:34:52,23 days,advance
07:35:38,12 days,advance
07:40:03,21 days,advance
07:44:17,13 days,advance
07:45:15,0 days,off-peak
07:45:36,24 days,advance
07:47:37,1 days,advance
07:49:13,5 days,advance
07:49:40,1 days,advance
07:50:36,18 days,advance
07:53:25,1 days,advance
07:53:31,19 days,advance
07:53:37,1 days,advance
07:54:11,6 days,advance
07:54:20,12 days,advance
07:54:21,13 days,advance
07:54:58,7 days,advance
07:56:42,16 days,advance
07:56:56,17 days,advance
07:57:22,27 days,advance
07:58:01,1 days,advance
07:58:07,1 days,advance
07:59:59,18 days,advance
08:00:06,17 days,advance
08:00:58,25 days,advance
08:01:19,27 days,advance
08:05:52,5 days,advance
08:06:01,18 days,advance
08:08:30,27 days,advance
08:08:34,19 days,advance
08:10:36,27 days,advance
08:10:37,11 days,advance
08:11:40,4 days,advance
08:12:16,1 days,advance
08:12:52,17 days,advance
08:13:56,15 days,advance
08:16:24,5 days,advance
08:17:12,10 days,advance
08:17:33,17 days,advance
08:19:10,15 days,advance
08:19:23,14 days,advance
08:19:44,16 days,advance
08:20:41,14 days,advance
08:20:52,1 days,advance
08:20:54,11 days,advance
08:20:59,1 days,advance
08:21:31,1 days,advance
08:22:40,11 days,advance
08:23:06,26 days,advance
08:23:10,21 days,advance
08:23:11,2 days,advance
08:23:11,20 days,advance
08:23:12,14 days,advance
08:23:28,13 days,advance
08:23:55,24 days,advance
08:24:38,1 days,advance
08:25:45,27 days,advance
08:26:59,12 days,advance
08:27:26,19 days,advance
08:27:32,10 days,advance
08:28:18,10 days,advance
08:28:30,18 days,advance
08:29:32,1 days,advance
08:29:58,3 days,advance
08:32:42,20 days,advance
08:37:55,1 days,advance
08:41:45,7 days,advance
08:44:08,15 days,advance
08:44:12,21 days,advance
08:50:04,8 days,advance
08:53:11,11 days,advance
09:00:56,0 days,off-peak
09:06:38,1 days,advance
09:06:43,1 days,advance
09:07:12,0 days,off-peak
09:07:21,0 days,off-peak
09:08:37,1 days,advance
09:08:57,25 days,advance
09:09:46,2 days,advance
09:10:01,0 days,off-peak
09:10:33,27 days,advance
09:10:39,1 days,advance
09:11:52,23 days,advance
09:14:17,4 days,advance
09:15:28,6 days,advance
09:30:15,0 days,off-peak
09:32:16,17 days,advance
09:33:23,11 days,advance
09:33:51,1 days,advance
09:33:53,7 days,advance
09:34:26,27 days,advance
09:37:55,1 days,advance
09:38:19,1 days,advance
09:38:20,8 days,advance
09:39:28,16 days,advance
09:40:17,1 days,advance
09:41:13,2 days,advance
09:41:19,22 days,advance
09:42:18,1 days,advance
09:42:31,13 days,advance
09:42:41,1 days,advance
09:43:36,1 days,advance
09:44:28,25 days,advance
09:44:29,1 days,advance
09:51:51,0 days,off-peak
09:59:42,3 days,advance
10:01:35,0 days,off-peak
10:12:05,1 days,advance
10:16:21,0 days,off-peak
10:16:52,1 days,advance
10:18:44,0 days,off-peak
10:19:50,0 days,off-peak
10:20:02,6 days,advance
10:21:42,5 days,advance
10:22:55,21 days,advance
10:24:48,0 days,off-peak
10:25:27,12 days,advance
10:25:42,0 days,off-peak
10:26:04,24 days,advance
10:29:49,23 days,advance
10:33:22,0 days,off-peak
10:38:09,3 days,advance
10:38:15,2 days,advance
10:41:56,20 days,advance
10:46:02,16 days,advance
10:47:26,23 days,advance
10:59:55,7 days,advance
11:15:32,0 days,off-peak
11:17:50,1 days,advance
11:17:56,0 days,off-peak
11:39:40,0 days,off-peak
11:44:44,17 days,advance
11:53:56,0 days,off-peak
11:54:11,0 days,off-peak
11:55:57,21 days,advance
12:00:34,1 days,advance
12:01:24,12 days,advance
12:02:32,1 days,advance
12:07:50,0 days,off-peak
12:22:01,14 days,advance
12:22:39,19 days,advance
12:29:05,0 days,off-peak
12:30:07,25 days,advance
12:32:28,1 days,advance
12:35:01,1 days,advance
12:37:54,16 days,advance
12:38:42,1 days,advance
12:43:09,19 days,advance
12:51:12,22 days,advance
12:55:44,18 days,advance
13:00:27,27 days,advance
13:16:05,1 days,advance
13:17:04,0 days,off-peak
13:18:14,14 days,advance
13:20:25,19 days,advance
13:24:19,0 days,off-peak
13:29:41,23 days,advance
13:30:54,1 days,advance
13:33:06,1 days,advance
13:34:09,15 days,advance
14:02:26,0 days,off-peak
14:02:29,22 days,advance
14:03:49,0 days,off-peak
14:04:29,0 days,off-peak
14:06:03,0 days,off-peak
14:08:28,3 days,advance
14:15:38,12 days,advance
14:18:28,1 days,advance
14:20:00,16 days,advance
14:21:18,0 days,off-peak
14:22:45,11 days,advance
14:23:20,1 days,advance
14:24:38,1 days,advance
14:28:05,23 days,advance
14:37:57,0 days,anytime
14:38:03,0 days,anytime
14:39:38,11 days,advance
14:44:07,0 days,anytime
14:46:45,3 days,advance
14:54:45,21 days,advance
14:58:36,22 days,advance
15:04:05,23 days,advance
15:06:50,1 days,advance
15:08:51,8 days,advance
15:11:06,0 days,anytime
15:12:50,18 days,advance
15:17:25,20 days,advance
15:19:51,0 days,anytime
15:20:39,0 days,anytime
15:21:31,0 days,anytime
15:24:58,0 days,anytime
15:26:06,1 days,advance
15:26:33,0 days,anytime
15:39:50,0 days,anytime
15:40:10,1 days,advance
15:44:38,25 days,advance
15:45:14,3 days,advance
15:49:33,1 days,advance
15:50:05,1 days,advance
15:54:54,2 days,advance
15:58:26,0 days,anytime
16:03:50,0 days,anytime
16:07:18,0 days,anytime
16:09:12,7 days,advance
16:10:09,0 days,anytime
16:10:39,22 days,advance
16:11:16,0 days,anytime
16:29:28,0 days,anytime
16:43:53,1 days,advance
16:45:34,8 days,advance
16:50:09,18 days,advance
16:55:46,1 days,advance
17:00:26,20 days,advance
17:02:04,11 days,advance
17:02:28,1 days,advance
17:03:07,14 days,advance
17:05:40,15 days,advance
17:07:13,1 days,advance
17:07:20,4 days,advance
17:15:35,0 days,anytime
17:17:03,9 days,advance
17:18:13,19 days,advance
17:18:35,3 days,advance
17:19:47,2 days,advance
17:20:36,0 days,anytime
17:20:56,0 days,anytime
17:21:29,8 days,advance
17:21:52,0 days,anytime
17:22:10,0 days,anytime
17:22:30,1 days,advance
17:24:15,0 days,anytime
17:24:16,0 days,anytime
17:24:40,0 days,anytime
17:25:16,20 days,advance
17:25:18,0 days,anytime
17:26:34,0 days,anytime
17:27:09,0 days,anytime
17:28:58,0 days,anytime
17:29:39,12 days,advance
17:29:52,1 days,advance
17:30:45,5 days,advance
17:31:20,27 days,advance
17:33:48,1 days,advance
17:34:28,2 days,advance
17:36:11,16 days,advance
17:38:21,1 days,advance
17:40:20,8 days,advance
17:41:31,2 days,advance
17:43:43,1 days,advance
17:45:01,1 days,advance
17:46:49,17 days,advance
17:47:28,7 days,advance
17:47:39,11 days,advance
17:48:05,20 days,advance
17:49:10,20 days,advance
17:49:33,1 days,advance
17:52:09,4 days,advance
17:53:56,22 days,advance
17:55:06,15 days,advance
17:55:41,13 days,advance
17:56:40,9 days,advance
18:09:55,7 days,advance
18:11:47,0 days,anytime
18:13:01,3 days,advance
18:13:32,7 days,advance
18:18:44,0 days,off-peak
18:24:05,0 days,anytime
18:24:37,0 days,anytime
18:26:41,0 days,off-peak
18:31:06,7 days,advance
18:31:13,1 days,advance
18:31:40,11 days,advance
18:31:42,0 days,off-peak
18:32:36,1 days,advance
18:33:39,1 days,advance
18:37:24,2 days,advance
18:37:49,0 days,off-peak
18:38:32,1 days,advance
18:41:05,1 days,advance
18:42:40,16 days,advance
18:44:30,1 days,advance
18:44:38,0 days,off-peak
18:45:34,12 days,advance
18:45:46,0 days,off-peak
18:46:28,2 days,advance
18:47:19,1 days,advance
18:54:32,0 days,off-peak
18:56:15,16 days,advance
18:57:42,0 days,off-peak
18:59:05,13 days,advance
19:10:13,1 days,advance
19:22:36,1 days,advance
19:25:21,3 days,advance
19:25:59,1 days,advance
19:29:31,4 days,advance
19:30:47,2 days,advance
19:31:15,22 days,advance
19:31:19,1 days,advance
19:31:22,20 days,advance
19:32:15,1 days,advance
19:32:46,1 days,advance
19:33:16,25 days,advance
19:33:35,27 days,advance
19:35:31,12 days,advance
19:36:19,13 days,advance
19:39:29,2 days,advance
19:40:55,20 days,advance
19:41:38,26 days,advance
19:42:17,19 days,advance
19:53:26,1 days,advance
19:58:56,22 days,advance
20:10:24,14 days,advance
20:16:29,10 days,advance
20:17:28,17 days,advance
20:19:13,19 days,advance
20:19:18,13 days,advance
20:19:24,5 days,advance
20:19:35,22 days,advance
20:22:11,1 days,advance
20:22:52,10 days,advance
20:22:58,16 days,advance
20:23:01,1 days,advance
20:23:12,13 days,advance
20:23:18,15 days,advance
20:23:31,20 days,advance
20:23:47,5 days,advance
20:24:47,7 days,advance
20:25:42,24 days,advance
20:26:08,3 days,advance
20:26:18,11 days,advance
20:27:43,17 days,advance
20:27:51,20 days,advance
20:28:22,10 days,advance
20:28:26,23 days,advance
20:28:53,21 days,advance
20:29:15,1 days,advance
20:29:34,3 days,advance
20:30:15,1 days,advance
20:32:07,1 days,advance
20:32:25,20 days,advance
20:34:16,24 days,advance
20:34:18,20 days,advance
20:34:24,1 days,advance
20:40:25,1 days,advance
20:41:50,1 days,advance
20:44:57,0 days,off-peak
20:52:37,0 days,off-peak
21:07:50,4 days,advance
21:20:03,1 days,advance
21:28:32,17 days,advance
21:34:24,1 days,advance
21:34:35,1 days,advance
21:34:42,8 days,advance
21:36:24,1 days,advance
21:37:56,1 days,advance
21:40:42,22 days,advance
21:45:16,1 days,advance
21:46:05,6 days,advance
21:46:48,2 days,advance
21:47:38,1 days,advance
21:48:29,17 days,advance
21:49:21,19 days,advance
21:49:27,1 days,advance
21:54:56,11 days,advance
21:55:24,24 days,advance
21:55:45,1 days,advance
22:45:26,27 days,advance
23:01:35,13 days,advance
23:10:33,21 days,advance
23:11:31,1 days,advance
23:13:44,1 days,advance
23:14:19,1 days,advance
23:20:38,1 days,advance
23:32:05,14 days,advance
23:39:05,25 days,advance
23:40:41,1 days,advance
23:47:49,4 days,advance
00:01:09,9 days,advance
00:02:01,0 days,off-peak
00:04:33,0 days,off-peak
00:04:51,0 days,off-peak
00:05:28,24 days,advance
00:12:55,0 days,off-peak
00:20:00,0 days,off-peak
00:28:41,0 days,off-peak
00:29:56,2 days,advance
00:44:30,1 days,advance
00:49:13,0 days,off-peak
00:57:51,0 days,off-peak
01:01:26,1 days,advance
01:07:54,6 days,advance
01:09:14,0 days,off-peak
01:15:03,2 days,advance
01:15:14,0 days,off-peak
01:15:23,1 days,advance
01:17:30,0 days,off-peak
01:21:27,0 days,off-peak
01:22:44,25 days,advance
01:23:44,22 days,advance
01:33:19,17 days,advance
01:35:05,1 days,advance
01:36:32,14 days,advance
01:36:51,1 days,advance
01:41:49,1 days,advance
01:43:21,1 days,advance
01:51:01,1 days,advance
01:59:34,15 days,advance
02:00:19,0 days,off-peak
02:07:33,4 days,advance
02:08:33,0 days,off-peak
02:12:02,22 days,advance
02:14:23,26 days,advance
02:15:20,0 days,off-peak
02:18:03,0 days,off-peak
02:18:57,0 days,off-peak
02:34:31,9 days,advance
02:40:54,15 days,advance
02:54:49,13 days,advance
02:55:02,1 days,advance
03:00:16,0 days,off-peak
03:05:31,0 days,off-peak
03:21:54,1 days,advance
03:24:41,8 days,advance
03:25:33,9 days,advance
03:32:01,25 days,advance
03:34:26,21 days,advance
03:37:26,7 days,advance
03:39:18,12 days,advance
03:44:32,0 days,off-peak
03:46:06,25 days,advance
03:48:28,0 days,off-peak
03:49:05,15 days,advance
03:52:02,1 days,advance
03:53:13,7 days,advance
03:55:13,1 days,advance
03:58:18,1 days,advance
04:01:22,0 days,off-peak
04:19:04,1 days,advance
04:19:23,1 days,advance
04:20:03,0 days,off-peak
04:21:03,1 days,advance
04:35:07,0 days,off-peak
04:43:52,1 days,advance
04:48:20,26 days,advance
04:57:56,0 days,off-peak
04:59:15,0 days,off-peak
04:59:57,0 days,off-peak
05:00:26,0 days,off-peak
05:01:08,5 days,advance
05:02:28,23 days,advance
05:02:32,0 days,off-peak
05:03:41,0 days,off-peak
05:05:49,25 days,advance
05:06:04,12 days,advance
05:09:27,0 days,off-peak
05:10:09,12 days,advance
05:10:38,0 days,off-peak
05:10:42,0 days,off-peak
05:13:54,0 days,off-peak
05:14:10,1 days,advance
05:14:31,0 days,off-peak
05:18:18,1 days,advance
05:24:15,0 days,off-peak
05:36:50,3 days,advance
05:45:16,1 days,advance
05:50:40,0 days,off-peak
05:51:16,11 days,advance
05:57:53,1 days,advance
05:59:18,20 days,advance
05:59:35,1 days,advance
06:01:36,1 days,advance
06:02:07,0 days,off-peak
06:02:12,1 days,advance
06:02:48,1 days,advance
06:05:00,0 days,off-peak
06:06:25,0 days,off-peak
06:08:01,22 days,advance
06:08:52,13 days,advance
06:13:18,0 days,off-peak
06:14:31,19 days,advance
06:30:19,4 days,advance
06:31:37,0 days,off-peak
06:33:23,0 days,off-peak
06:34:56,13 days,advance
06:35:39,0 days,off-peak
06:35:42,0 days,off-peak
06:38:22,1 days,advance
06:42:50,0 days,off-peak
06:43:57,0 days,off-peak
06:50:18,6 days,advance
06:55:18,23 days,advance
06:58:17,1 days,advance
06:59:35,1 days,advance
07:08:22,0 days,off-peak
07:16:53,0 days,off-peak
07:21:14,26 days,advance
07:22:03,0 days,off-peak
07:22:25,0 days,off-peak
07:22:47,0 days,off-peak
07:27:11,5 days,advance
07:29:02,0 days,off-peak
07:31:06,16 days,advance
07:31:36,20 days,advance
07:36:44,5 days,advance
07:38:04,0 days,off-peak
07:42:01,0 days,off-peak
07:44:20,0 days,off-peak
07:45:25,1 days,advance
07:45:36,1 days,advance
07:48:52,1 days,advance
07:49:47,13 days,advance
07:50:01,0 days,off-peak
07:51:28,7 days,advance
07:51:47,0 days,off-peak
07:53:57,8 days,advance
07:54:47,15 days,advance
07:58:30,21 days,advance
08:00:42,1 days,advance
08:00:48,25 days,advance
08:00:52,1 days,advance
08:01:46,10 days,advance
08:02:55,19 days,advance
08:03:04,1 days,advance
08:03:11,1 days,advance
08:03:54,25 days,advance
08:05:37,1 days,advance
08:06:22,24 days,advance
08:07:52,10 days,advance
08:08:24,8 days,advance
08:09:26,4 days,advance
08:10:49,22 days,advance
08:10:49,20 days,advance
08:10:57,22 days,advance
08:13:52,20 days,advance
08:17:19,17 days,advance
08:17:30,18 days,advance
08:18:46,26 days,advance
08:18:53,25 days,advance
08:19:49,1 days,advance
08:20:40,5 days,advance
08:20:56,6 days,advance
08:22:35,1 days,advance
08:24:18,10 days,advance
08:25:10,6 days,advance
08:28:57,3 days,advance
08:29:02,1 days,advance
08:45:12,1 days,advance
08:47:27,0 days,off-peak
08:59:03,10 days,advance
08:59:53,1 days,advance
09:00:05,1 days,advance
09:00:33,1 days,advance
09:00:52,9 days,advance
09:03:11,1 days,advance
