Date of Journey,Departure Station,Arrival Destination,Departure Time,Percentage Delay,Delay Category,Departure Hour,DayOfWeek,IsWeekend,Month,IsPeakHour
2024-02-07,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-24,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-12,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-18,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-15,reading,swindon,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-17,birmingham new street,nuneaton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-22,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-07,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-09,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-26,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-05,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-13,london kings cross,york,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-19,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-22,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-12,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-25,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-23,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-05,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-03,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-22,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-26,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-22,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-03,london st pancras,birmingham new street,2025-11-24 19:00:00,0.0,On Time,19,0,0,11,True
2024-02-03,london euston,birmingham new street,2025-11-24 19:00:00,0.0,On Time,19,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 19:00:00,0.0,On Time,19,0,0,11,True
2024-02-02,london euston,birmingham new street,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-02-02,birmingham new street,liverpool lime street,2025-11-24 22:15:00,0.0,On Time,22,0,0,11,False
2024-02-06,london kings cross,york,2025-11-24 19:30:00,0.0,On Time,19,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 19:45:00,0.0,On Time,19,0,0,11,True
2024-02-19,london kings cross,york,2025-11-24 19:45:00,0.0,On Time,19,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-10,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-24,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-08,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-19,london euston,manchester piccadilly,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-21,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-13,liverpool lime street,manchester piccadilly,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-26,liverpool lime street,manchester piccadilly,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-29,london euston,birmingham new street,2025-11-24 21:15:00,0.0,On Time,21,0,0,11,False
2024-02-15,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-23,london kings cross,york,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 00:45:00,0.0,On Time,0,0,0,11,False
2024-02-16,liverpool lime street,manchester piccadilly,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-02-27,london paddington,reading,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-02-06,london paddington,reading,2025-11-24 22:15:00,cancelled,Cancelled,22,0,0,11,False
2024-02-12,london st pancras,birmingham new street,2025-11-24 22:30:00,0.0,On Time,22,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-02-03,liverpool lime street,leeds,2025-11-24 22:30:00,-0.0,On Time,22,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-02-27,london euston,birmingham new street,2025-11-24 22:30:00,0.0,On Time,22,0,0,11,False
2024-02-03,liverpool lime street,leeds,2025-11-24 22:30:00,-0.0,On Time,22,0,0,11,False
2024-02-03,oxford,bristol temple meads,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-03,york,durham,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-05,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-04,london paddington,reading,2025-11-24 23:00:00,-0.0,On Time,23,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 23:15:00,0.0,On Time,23,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 23:15:00,-0.0,On Time,23,0,0,11,False
2024-02-04,london euston,manchester piccadilly,2025-11-24 23:30:00,-0.0,On Time,23,0,0,11,False
2024-02-09,liverpool lime street,manchester piccadilly,2025-11-24 23:30:00,-0.0,On Time,23,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 02:30:00,0.0,On Time,2,0,0,11,False
2024-02-05,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-03,manchester piccadilly,sheffield,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-02-04,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-28,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-25,london euston,birmingham new street,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-20,liverpool lime street,manchester piccadilly,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-02-04,manchester piccadilly,liverpool lime street,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-02-17,liverpool lime street,manchester piccadilly,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-02-04,london st pancras,birmingham new street,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-02-04,manchester piccadilly,liverpool lime street,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 00:15:00,0.0,On Time,0,0,0,11,False
2024-02-18,liverpool lime street,manchester piccadilly,2025-11-24 00:15:00,0.0,On Time,0,0,0,11,False
2024-02-03,birmingham new street,reading,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-02-07,london euston,birmingham new street,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-02-25,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-29,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-02-12,london paddington,reading,2025-11-24 01:00:00,0.0,On Time,1,0,0,11,False
2024-02-18,london kings cross,york,2025-11-24 01:00:00,0.0,On Time,1,0,0,11,False
2024-02-16,london euston,birmingham new street,2025-11-24 01:15:00,0.0,On Time,1,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 01:15:00,0.0,On Time,1,0,0,11,False
2024-02-03,birmingham new street,london st pancras,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 04:30:00,cancelled,Cancelled,4,0,0,11,False
2024-02-04,manchester piccadilly,london paddington,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-11,york,durham,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-12,manchester piccadilly,london paddington,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-28,london st pancras,birmingham new street,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-02-24,liverpool lime street,manchester piccadilly,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-02-10,liverpool lime street,manchester piccadilly,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-02-15,london paddington,reading,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-02-03,liverpool lime street,london euston,2025-11-24 05:00:00,0.0,On Time,5,0,0,11,False
2024-02-28,liverpool lime street,manchester piccadilly,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 05:15:00,0.0,On Time,5,0,0,11,False
2024-02-18,london euston,birmingham new street,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-04,london euston,birmingham new street,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-10,london euston,birmingham new street,2025-11-24 02:15:00,cancelled,Cancelled,2,0,0,11,False
2024-02-04,london euston,birmingham new street,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-03,london euston,manchester piccadilly,2025-11-24 05:30:00,0.0,On Time,5,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 05:45:00,0.0,On Time,5,0,0,11,False
2024-02-04,london kings cross,york,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-02-03,oxford,bristol temple meads,2025-11-24 06:00:00,0.0,On Time,6,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 03:00:00,0.0,On Time,3,0,0,11,False
2024-02-29,london paddington,reading,2025-11-24 03:15:00,0.0,On Time,3,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-08,liverpool lime street,manchester piccadilly,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-02-26,manchester piccadilly,london euston,2025-11-24 03:30:00,26.36363636363636,Medium,3,0,0,11,False
2024-02-03,birmingham new street,london st pancras,2025-11-24 06:30:00,cancelled,Cancelled,6,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-28,manchester piccadilly,london euston,2025-11-24 03:30:00,20.0,Medium,3,0,0,11,False
2024-02-15,london kings cross,york,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-02-03,birmingham new street,stafford,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-15,manchester piccadilly,london euston,2025-11-24 03:30:00,26.36363636363636,Medium,3,0,0,11,False
2024-02-03,birmingham new street,london st pancras,2025-11-24 06:30:00,cancelled,Cancelled,6,0,0,11,False
2024-02-03,birmingham new street,london st pancras,2025-11-24 06:30:00,cancelled,Cancelled,6,0,0,11,False
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-02-03,birmingham new street,london st pancras,2025-11-24 06:30:00,cancelled,Cancelled,6,0,0,11,False
2024-02-04,london euston,birmingham new street,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-06,london kings cross,york,2025-11-24 04:00:00,0.0,On Time,4,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-02-14,london st pancras,birmingham new street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-04,london euston,birmingham new street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-23,london euston,birmingham new street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-04,london paddington,reading,2025-11-24 04:15:00,38.333333333333336,Long,4,0,0,11,False
2024-02-04,london st pancras,birmingham new street,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-03,reading,swindon,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-04,london kings cross,york,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-04,london st pancras,birmingham new street,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-25,liverpool lime street,manchester piccadilly,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-16,london st pancras,birmingham new street,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-22,liverpool lime street,manchester piccadilly,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-07,liverpool lime street,london euston,2025-11-24 05:00:00,cancelled,Cancelled,5,0,0,11,False
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-16,liverpool lime street,manchester piccadilly,2025-11-24 05:00:00,0.0,On Time,5,0,0,11,False
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-03,birmingham new street,liverpool lime street,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-04,london kings cross,york,2025-11-24 05:00:00,0.0,On Time,5,0,0,11,False
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-09,london euston,birmingham new street,2025-11-24 05:15:00,0.0,On Time,5,0,0,11,False
2024-02-26,london kings cross,york,2025-11-24 05:15:00,0.0,On Time,5,0,0,11,False
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 05:15:00,0.0,On Time,5,0,0,11,False
2024-02-04,london paddington,reading,2025-11-24 05:15:00,0.0,On Time,5,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 08:30:00,0.0,On Time,8,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-29,london kings cross,liverpool lime street,2025-11-24 05:45:00,0.0,On Time,5,0,0,11,False
2024-02-03,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 08:45:00,cancelled,Cancelled,8,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-08,london st pancras,birmingham new street,2025-11-24 05:45:00,0.0,On Time,5,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-19,manchester piccadilly,liverpool lime street,2025-11-24 06:00:00,0.0,On Time,6,0,0,11,False
2024-02-23,oxford,bristol temple meads,2025-11-24 06:00:00,0.0,On Time,6,0,0,11,False
2024-02-08,manchester piccadilly,liverpool lime street,2025-11-24 06:00:00,0.0,On Time,6,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-02-03,manchester piccadilly,leeds,2025-11-24 09:00:00,124.44444444444444,Extreme,9,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-02-04,london kings cross,york,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-04,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-04,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-16,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-03,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-10,london euston,birmingham new street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-03,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-11,london kings cross,york,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-18,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-24,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-04,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-28,york,doncaster,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-04,london st pancras,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-13,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
