Date of Journey,Route,Demand
2024-02-18,london paddington-liverpool lime street,1
2024-02-18,london paddington-london waterloo,2
2024-02-18,london paddington-oxford,8
2024-02-18,london paddington-reading,45
2024-02-18,london st pancras-birmingham new street,25
2024-02-18,london st pancras-leicester,2
2024-02-18,manchester piccadilly-leeds,1
2024-02-18,manchester piccadilly-liverpool lime street,46
2024-02-18,manchester piccadilly-london euston,3
2024-02-18,manchester piccadilly-london paddington,2
2024-02-18,oxford-bristol temple meads,1
2024-02-18,reading-london paddington,2
2024-02-18,reading-oxford,1
2024-02-18,reading-swindon,2
2024-02-18,york-doncaster,3
2024-02-18,york-durham,4
2024-02-18,york-peterborough,2
2024-02-19,birmingham new street-coventry,1
2024-02-19,birmingham new street-liverpool lime street,4
2024-02-19,birmingham new street-london euston,1
2024-02-19,birmingham new street-london st pancras,7
2024-02-19,birmingham new street-manchester piccadilly,3
2024-02-19,birmingham new street-nuneaton,3
2024-02-19,birmingham new street-stafford,2
2024-02-19,birmingham new street-tamworth,3
2024-02-19,edinburgh waverley-london kings cross,1
2024-02-19,liverpool lime street-birmingham new street,1
2024-02-19,liverpool lime street-crewe,1
2024-02-19,liverpool lime street-london euston,6
2024-02-19,liverpool lime street-manchester piccadilly,22
2024-02-19,london euston-birmingham new street,40
2024-02-19,london euston-manchester piccadilly,5
2024-02-19,london kings cross-liverpool lime street,1
2024-02-19,london kings cross-york,31
2024-02-19,london paddington-liverpool lime street,1
2024-02-19,london paddington-oxford,5
2024-02-19,london paddington-reading,28
2024-02-19,london st pancras-birmingham new street,25
2024-02-19,london st pancras-leicester,3
2024-02-19,london st pancras-wolverhampton,1
2024-02-19,manchester piccadilly-liverpool lime street,38
2024-02-19,manchester piccadilly-london euston,1
2024-02-19,manchester piccadilly-london kings cross,1
2024-02-19,manchester piccadilly-nottingham,3
2024-02-19,manchester piccadilly-sheffield,3
2024-02-19,reading-didcot,1
2024-02-19,reading-oxford,2
2024-02-19,reading-swindon,1
2024-02-19,york-doncaster,1
2024-02-19,york-durham,2
2024-02-19,york-edinburgh,3
2024-02-19,york-peterborough,2
2024-02-20,birmingham new street-edinburgh,1
2024-02-20,birmingham new street-london euston,2
2024-02-20,birmingham new street-london paddington,2
2024-02-20,birmingham new street-london st pancras,7
2024-02-20,birmingham new street-manchester piccadilly,4
2024-02-20,birmingham new street-nuneaton,3
2024-02-20,birmingham new street-tamworth,1
2024-02-20,birmingham new street-york,1
2024-02-20,liverpool lime street-leeds,1
2024-02-20,liverpool lime street-london euston,6
2024-02-20,liverpool lime street-london paddington,1
2024-02-20,liverpool lime street-manchester piccadilly,22
2024-02-20,liverpool lime street-sheffield,3
2024-02-20,london euston-birmingham new street,37
2024-02-20,london euston-manchester piccadilly,7
2024-02-20,london kings cross-edinburgh waverley,1
2024-02-20,london kings cross-liverpool lime street,2
2024-02-20,london kings cross-york,33
2024-02-20,london paddington-oxford,8
2024-02-20,london paddington-reading,29
2024-02-20,london st pancras-birmingham new street,39
2024-02-20,london st pancras-leicester,2
2024-02-20,manchester piccadilly-liverpool lime street,41
2024-02-20,manchester piccadilly-london euston,4
2024-02-20,manchester piccadilly-london paddington,1
2024-02-20,manchester piccadilly-nottingham,1
2024-02-20,manchester piccadilly-sheffield,5
2024-02-20,oxford-bristol temple meads,1
2024-02-20,reading-birmingham new street,1
2024-02-20,reading-london paddington,1
2024-02-20,reading-oxford,1
2024-02-20,reading-swindon,1
2024-02-20,york-durham,1
2024-02-20,york-edinburgh,1
2024-02-20,york-edinburgh waverley,2
2024-02-20,york-peterborough,1
2024-02-21,birmingham new street-coventry,3
2024-02-21,birmingham new street-liverpool lime street,3
2024-02-21,birmingham new street-london euston,1
2024-02-21,birmingham new street-london st pancras,5
2024-02-21,birmingham new street-manchester piccadilly,1
2024-02-21,birmingham new street-nuneaton,3
2024-02-21,birmingham new street-stafford,2
2024-02-21,birmingham new street-tamworth,4
2024-02-21,edinburgh waverley-london kings cross,1
2024-02-21,liverpool lime street-crewe,2
2024-02-21,liverpool lime street-london euston,11
2024-02-21,liverpool lime street-manchester piccadilly,28
2024-02-21,london euston-birmingham new street,42
2024-02-21,london euston-manchester piccadilly,7
2024-02-21,london kings cross-edinburgh waverley,2
2024-02-21,london kings cross-york,41
2024-02-21,london paddington-liverpool lime street,1
2024-02-21,london paddington-manchester piccadilly,1
2024-02-21,london paddington-oxford,7
2024-02-21,london paddington-reading,35
2024-02-21,london st pancras-birmingham new street,27
2024-02-21,london st pancras-leicester,5
2024-02-21,manchester piccadilly-liverpool lime street,46
2024-02-21,manchester piccadilly-london euston,2
2024-02-21,manchester piccadilly-london st pancras,1
2024-02-21,manchester piccadilly-sheffield,1
2024-02-21,oxford-bristol temple meads,1
2024-02-21,reading-liverpool lime street,1
2024-02-21,reading-oxford,1
2024-02-21,reading-swindon,1
2024-02-21,york-birmingham new street,1
2024-02-21,york-doncaster,5
2024-02-21,york-durham,3
2024-02-21,york-edinburgh,1
2024-02-21,york-peterborough,1
2024-02-22,birmingham new street-liverpool lime street,2
2024-02-22,birmingham new street-london euston,1
2024-02-22,birmingham new street-london st pancras,5
2024-02-22,birmingham new street-manchester piccadilly,3
2024-02-22,birmingham new street-stafford,3
2024-02-22,birmingham new street-tamworth,4
2024-02-22,birmingham new street-wolverhampton,1
2024-02-22,birmingham new street-york,2
2024-02-22,edinburgh waverley-london kings cross,1
2024-02-22,liverpool lime street-london euston,15
2024-02-22,liverpool lime street-manchester piccadilly,27
2024-02-22,liverpool lime street-sheffield,1
2024-02-22,london euston-birmingham new street,30
2024-02-22,london euston-manchester piccadilly,1
2024-02-22,london kings cross-edinburgh waverley,3
2024-02-22,london kings cross-liverpool lime street,1
2024-02-22,london kings cross-york,30
2024-02-22,london paddington-oxford,3
2024-02-22,london paddington-reading,26
2024-02-22,london st pancras-birmingham new street,33
2024-02-22,london st pancras-leicester,4
2024-02-22,london st pancras-wolverhampton,1
2024-02-22,manchester piccadilly-liverpool lime street,36
2024-02-22,manchester piccadilly-london euston,4
2024-02-22,manchester piccadilly-london paddington,2
2024-02-22,manchester piccadilly-nottingham,2
2024-02-22,manchester piccadilly-sheffield,2
2024-02-22,oxford-bristol temple meads,2
2024-02-22,reading-london paddington,1
2024-02-22,reading-oxford,1
2024-02-22,reading-swindon,3
2024-02-22,york-durham,1
2024-02-22,york-leeds,1
2024-02-22,york-peterborough,2
2024-02-23,birmingham new street-edinburgh,1
2024-02-23,birmingham new street-london st pancras,5
2024-02-23,birmingham new street-manchester piccadilly,1
2024-02-23,birmingham new street-nuneaton,3
2024-02-23,birmingham new street-stafford,1
2024-02-23,birmingham new street-tamworth,1
2024-02-23,edinburgh waverley-london kings cross,1
2024-02-23,liverpool lime street-leeds,1
2024-02-23,liverpool lime street-london euston,6
2024-02-23,liverpool lime street-london paddington,1
2024-02-23,liverpool lime street-london st pancras,1
2024-02-23,liverpool lime street-manchester piccadilly,28
2024-02-23,liverpool lime street-sheffield,2
2024-02-23,london euston-birmingham new street,43
2024-02-23,london euston-manchester piccadilly,2
2024-02-23,london euston-york,1
2024-02-23,london kings cross-edinburgh waverley,1
2024-02-23,london kings cross-liverpool lime street,2
2024-02-23,london kings cross-york,31
2024-02-23,london paddington-oxford,2
2024-02-23,london paddington-reading,29
2024-02-23,london st pancras-birmingham new street,28
2024-02-23,london st pancras-leicester,4
2024-02-23,london st pancras-wolverhampton,1
2024-02-23,manchester piccadilly-liverpool lime street,45
2024-02-23,manchester piccadilly-london euston,3
2024-02-23,manchester piccadilly-nottingham,1
2024-02-23,manchester piccadilly-sheffield,2
2024-02-23,oxford-bristol temple meads,1
2024-02-23,reading-oxford,4
2024-02-23,york-doncaster,4
2024-02-23,york-edinburgh,3
2024-02-23,york-leeds,1
2024-02-23,york-peterborough,2
2024-02-24,birmingham new street-liverpool lime street,2
2024-02-24,birmingham new street-london paddington,1
2024-02-24,birmingham new street-london st pancras,9
2024-02-24,birmingham new street-nuneaton,2
2024-02-24,birmingham new street-tamworth,1
2024-02-24,birmingham new street-wolverhampton,1
2024-02-24,liverpool lime street-crewe,2
2024-02-24,liverpool lime street-london euston,5
2024-02-24,liverpool lime street-manchester piccadilly,31
2024-02-24,liverpool lime street-sheffield,1
2024-02-24,london euston-birmingham new street,32
2024-02-24,london euston-manchester piccadilly,4
2024-02-24,london kings cross-liverpool lime street,1
2024-02-24,london kings cross-york,24
2024-02-24,london paddington-liverpool lime street,2
2024-02-24,london paddington-oxford,5
2024-02-24,london paddington-reading,32
2024-02-24,london st pancras-birmingham new street,38
2024-02-24,manchester piccadilly-liverpool lime street,34
2024-02-24,manchester piccadilly-london euston,3
2024-02-24,manchester piccadilly-nottingham,1
2024-02-24,manchester piccadilly-sheffield,3
2024-02-24,manchester piccadilly-warrington,1
2024-02-24,oxford-bristol temple meads,1
2024-02-24,reading-london paddington,1
2024-02-24,reading-oxford,1
2024-02-24,reading-swindon,2
2024-02-24,york-doncaster,1
2024-02-24,york-durham,1
2024-02-24,york-edinburgh,1
2024-02-24,york-peterborough,2
2024-02-25,birmingham new street-coventry,1
2024-02-25,birmingham new street-london euston,1
2024-02-25,birmingham new street-london st pancras,12
2024-02-25,birmingham new street-manchester piccadilly,1
2024-02-25,birmingham new street-stafford,1
2024-02-25,birmingham new street-tamworth,3
2024-02-25,bristol temple meads-cardiff central,1
2024-02-25,liverpool lime street-crewe,2
2024-02-25,liverpool lime street-london euston,6
2024-02-25,liverpool lime street-manchester piccadilly,16
2024-02-25,london euston-birmingham new street,40
2024-02-25,london euston-manchester piccadilly,6
2024-02-25,london kings cross-edinburgh waverley,1
2024-02-25,london kings cross-york,43
2024-02-25,london paddington-oxford,4
2024-02-25,london paddington-reading,39
2024-02-25,london st pancras-birmingham new street,31
2024-02-25,london st pancras-leicester,6
2024-02-25,london st pancras-wolverhampton,3
2024-02-25,manchester piccadilly-leeds,3
2024-02-25,manchester piccadilly-liverpool lime street,45
2024-02-25,manchester piccadilly-london euston,1
2024-02-25,manchester piccadilly-london paddington,2
2024-02-25,manchester piccadilly-london st pancras,1
2024-02-25,manchester piccadilly-nottingham,2
2024-02-25,manchester piccadilly-sheffield,2
2024-02-25,reading-birmingham new street,1
2024-02-25,reading-didcot,1
2024-02-25,reading-london paddington,1
2024-02-25,reading-oxford,1
2024-02-25,reading-swindon,2
2024-02-25,york-doncaster,5
2024-02-25,york-durham,2
2024-02-25,york-peterborough,1
2024-02-26,birmingham new street-coventry,1
2024-02-26,birmingham new street-liverpool lime street,2
2024-02-26,birmingham new street-london euston,2
2024-02-26,birmingham new street-london paddington,1
2024-02-26,birmingham new street-london st pancras,5
2024-02-26,birmingham new street-manchester piccadilly,1
2024-02-26,birmingham new street-nuneaton,4
2024-02-26,birmingham new street-stafford,4
2024-02-26,birmingham new street-tamworth,3
2024-02-26,birmingham new street-wolverhampton,1
2024-02-26,edinburgh waverley-london kings cross,1
2024-02-26,liverpool lime street-crewe,1
2024-02-26,liverpool lime street-leeds,1
2024-02-26,liverpool lime street-london euston,8
2024-02-26,liverpool lime street-manchester piccadilly,21
2024-02-26,london euston-birmingham new street,27
2024-02-26,london euston-manchester piccadilly,7
2024-02-26,london euston-oxford,1
2024-02-26,london kings cross-edinburgh waverley,2
2024-02-26,london kings cross-york,34
2024-02-26,london paddington-london waterloo,1
2024-02-26,london paddington-oxford,2
2024-02-26,london paddington-reading,29
2024-02-26,london st pancras-birmingham new street,26
2024-02-26,london st pancras-wolverhampton,2
2024-02-26,manchester piccadilly-leeds,4
2024-02-26,manchester piccadilly-liverpool lime street,45
2024-02-26,manchester piccadilly-london euston,5
2024-02-26,manchester piccadilly-nottingham,2
2024-02-26,manchester piccadilly-sheffield,2
2024-02-26,manchester piccadilly-warrington,1
2024-02-26,oxford-bristol temple meads,1
2024-02-26,reading-liverpool lime street,2
2024-02-26,reading-swindon,1
2024-02-26,york-birmingham new street,1
2024-02-26,york-doncaster,1
2024-02-26,york-durham,1
2024-02-26,york-edinburgh,1
2024-02-26,york-peterborough,2
2024-02-27,birmingham new street-edinburgh,1
2024-02-27,birmingham new street-liverpool lime street,1
2024-02-27,birmingham new street-london euston,1
2024-02-27,birmingham new street-london st pancras,6
2024-02-27,birmingham new street-manchester piccadilly,2
2024-02-27,birmingham new street-nuneaton,4
2024-02-27,birmingham new street-reading,1
2024-02-27,birmingham new street-stafford,2
2024-02-27,birmingham new street-tamworth,3
2024-02-27,birmingham new street-york,1
2024-02-27,bristol temple meads-cardiff central,1
2024-02-27,liverpool lime street-crewe,2
2024-02-27,liverpool lime street-leeds,1
2024-02-27,liverpool lime street-london euston,10
2024-02-27,liverpool lime street-london paddington,1
2024-02-27,liverpool lime street-london st pancras,1
2024-02-27,liverpool lime street-manchester piccadilly,18
2024-02-27,london euston-birmingham new street,37
2024-02-27,london euston-manchester piccadilly,7
2024-02-27,london kings cross-edinburgh waverley,4
2024-02-27,london kings cross-liverpool lime street,1
2024-02-27,london kings cross-york,31
2024-02-27,london paddington-manchester piccadilly,1
2024-02-27,london paddington-oxford,7
2024-02-27,london paddington-reading,31
2024-02-27,london st pancras-birmingham new street,33
2024-02-27,london st pancras-leicester,2
2024-02-27,london st pancras-wolverhampton,1
2024-02-27,manchester piccadilly-leeds,3
2024-02-27,manchester piccadilly-liverpool lime street,33
2024-02-27,manchester piccadilly-london euston,2
2024-02-27,manchester piccadilly-nottingham,1
2024-02-27,oxford-bristol temple meads,1
2024-02-27,reading-didcot,1
2024-02-27,reading-london paddington,1
2024-02-27,reading-oxford,6
2024-02-27,reading-swindon,1
2024-02-27,york-doncaster,2
2024-02-27,york-durham,1
2024-02-28,birmingham new street-liverpool lime street,1
2024-02-28,birmingham new street-london euston,2
2024-02-28,birmingham new street-london kings cross,1
2024-02-28,birmingham new street-london st pancras,12
