Ticket Type,Ticket Class,Departure Station,Arrival Destination,Railcard,Lead Time
advance,standard,london kings cross,york,no railcard,13 days
off-peak,standard,reading,swindon,no railcard,0 days
off-peak,standard,london kings cross,york,no railcard,0 days
off-peak,standard,london st pancras,birmingham new street,no railcard,0 days
advance,standard,london paddington,reading,no railcard,23 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,21 days
off-peak,first class,london paddington,london waterloo,no railcard,0 days
advance,standard,london paddington,reading,no railcard,9 days
off-peak,standard,london paddington,london waterloo,no railcard,0 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,1 days
advance,standard,london kings cross,york,no railcard,8 days
advance,standard,london st pancras,birmingham new street,no railcard,15 days
off-peak,standard,london kings cross,york,no railcard,0 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,2 days
advance,standard,london st pancras,birmingham new street,no railcard,1 days
advance,standard,london kings cross,york,no railcard,17 days
advance,first class,london kings cross,york,no railcard,1 days
advance,standard,liverpool lime street,sheffield,adult,19 days
advance,standard,london kings cross,york,no railcard,16 days
off-peak,standard,london euston,birmingham new street,disabled,0 days
off-peak,standard,liverpool lime street,manchester piccadilly,disabled,0 days
advance,standard,london paddington,reading,disabled,11 days
advance,standard,london euston,birmingham new street,no railcard,3 days
advance,standard,london kings cross,york,no railcard,16 days
advance,standard,london st pancras,birmingham new street,no railcard,2 days
off-peak,standard,london paddington,reading,adult,0 days
advance,standard,london st pancras,birmingham new street,no railcard,4 days
off-peak,standard,london paddington,oxford,no railcard,0 days
off-peak,standard,london paddington,reading,no railcard,0 days
off-peak,standard,london paddington,reading,no railcard,0 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,15 days
off-peak,standard,london st pancras,birmingham new street,senior,0 days
off-peak,standard,london kings cross,edinburgh waverley,disabled,0 days
advance,standard,manchester piccadilly,liverpool lime street,senior,10 days
advance,standard,manchester piccadilly,liverpool lime street,senior,22 days
advance,first class,manchester piccadilly,liverpool lime street,senior,2 days
advance,first class,york,peterborough,disabled,1 days
advance,standard,london paddington,reading,senior,22 days
off-peak,standard,liverpool lime street,manchester piccadilly,no railcard,0 days
advance,first class,london kings cross,york,no railcard,1 days
advance,standard,birmingham new street,london st pancras,disabled,1 days
advance,standard,london st pancras,wolverhampton,disabled,24 days
advance,standard,london euston,birmingham new street,no railcard,12 days
advance,standard,london st pancras,birmingham new street,no railcard,10 days
advance,standard,birmingham new street,london st pancras,disabled,21 days
advance,standard,birmingham new street,london st pancras,disabled,16 days
advance,standard,birmingham new street,london st pancras,disabled,1 days
advance,standard,london euston,birmingham new street,no railcard,2 days
advance,first class,london kings cross,york,no railcard,1 days
advance,standard,birmingham new street,stafford,no railcard,7 days
advance,standard,london paddington,oxford,no railcard,1 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,14 days
advance,standard,london paddington,oxford,no railcard,1 days
advance,standard,london paddington,oxford,no railcard,16 days
advance,standard,london paddington,oxford,no railcard,10 days
advance,standard,london paddington,reading,no railcard,1 days
advance,standard,london paddington,reading,no railcard,2 days
advance,standard,london kings cross,york,adult,19 days
advance,standard,london kings cross,york,no railcard,21 days
advance,standard,london kings cross,york,no railcard,17 days
advance,standard,london kings cross,york,no railcard,1 days
advance,standard,london paddington,oxford,no railcard,24 days
advance,standard,london paddington,oxford,no railcard,1 days
advance,standard,london paddington,reading,no railcard,1 days
advance,standard,manchester piccadilly,liverpool lime street,adult,22 days
advance,standard,london paddington,reading,no railcard,3 days
advance,standard,london kings cross,york,no railcard,25 days
advance,standard,london kings cross,york,no railcard,1 days
advance,standard,london euston,birmingham new street,no railcard,17 days
advance,standard,york,peterborough,no railcard,12 days
advance,standard,london kings cross,york,no railcard,2 days
advance,standard,york,wakefield,disabled,24 days
advance,standard,reading,swindon,no railcard,4 days
advance,standard,york,doncaster,disabled,1 days
off-peak,standard,manchester piccadilly,liverpool lime street,no railcard,0 days
advance,standard,liverpool lime street,manchester piccadilly,no railcard,5 days
advance,standard,york,doncaster,no railcard,25 days
advance,standard,york,peterborough,no railcard,15 days
advance,standard,london paddington,london waterloo,no railcard,1 days
advance,standard,london kings cross,york,no railcard,5 days
advance,standard,london kings cross,york,no railcard,21 days
advance,standard,liverpool lime street,london euston,no railcard,17 days
advance,standard,liverpool lime street,london euston,no railcard,5 days
advance,standard,liverpool lime street,london euston,no railcard,1 days
advance,standard,liverpool lime street,london euston,no railcard,8 days
off-peak,standard,london st pancras,birmingham new street,no railcard,0 days
advance,standard,liverpool lime street,london euston,no railcard,18 days
advance,standard,liverpool lime street,london euston,no railcard,24 days
advance,standard,london paddington,reading,no railcard,16 days
advance,standard,liverpool lime street,london euston,no railcard,9 days
advance,standard,manchester piccadilly,london euston,no railcard,17 days
off-peak,standard,oxford,bristol temple meads,no railcard,0 days
advance,standard,london euston,birmingham new street,no railcard,18 days
advance,standard,london euston,manchester piccadilly,disabled,1 days
advance,standard,liverpool lime street,london euston,no railcard,10 days
advance,standard,liverpool lime street,london euston,no railcard,12 days
advance,standard,liverpool lime street,london euston,no railcard,16 days
advance,standard,birmingham new street,liverpool lime street,no railcard,3 days
off-peak,standard,liverpool lime street,manchester piccadilly,adult,0 days
advance,standard,manchester piccadilly,leeds,no railcard,1 days
off-peak,standard,london paddington,reading,disabled,0 days
advance,standard,liverpool lime street,manchester piccadilly,disabled,1 days
advance,standard,london st pancras,birmingham new street,disabled,15 days
advance,standard,london paddington,reading,no railcard,8 days
advance,standard,london euston,birmingham new street,senior,1 days
advance,standard,london st pancras,birmingham new street,no railcard,18 days
advance,standard,manchester piccadilly,london euston,no railcard,14 days
off-peak,standard,london st pancras,birmingham new street,no railcard,0 days
off-peak,standard,manchester piccadilly,liverpool lime street,no railcard,0 days
advance,standard,liverpool lime street,manchester piccadilly,adult,17 days
advance,standard,manchester piccadilly,leeds,adult,5 days
advance,standard,liverpool lime street,manchester piccadilly,adult,9 days
advance,standard,birmingham new street,london st pancras,senior,25 days
advance,standard,london euston,birmingham new street,no railcard,1 days
off-peak,standard,manchester piccadilly,liverpool lime street,no railcard,0 days
advance,standard,london st pancras,birmingham new street,disabled,12 days
advance,standard,london st pancras,birmingham new street,no railcard,4 days
advance,standard,london kings cross,york,no railcard,1 days
off-peak,standard,liverpool lime street,manchester piccadilly,no railcard,0 days
off-peak,standard,manchester piccadilly,liverpool lime street,senior,0 days
advance,standard,london kings cross,york,no railcard,1 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,17 days
off-peak,standard,liverpool lime street,manchester piccadilly,adult,0 days
off-peak,standard,london st pancras,birmingham new street,no railcard,0 days
off-peak,standard,london paddington,reading,no railcard,0 days
off-peak,standard,york,edinburgh,no railcard,0 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,19 days
advance,standard,manchester piccadilly,liverpool lime street,no railcard,7 days
advance,standard,london st pancras,birmingham new street,no railcard,6 days
advance,standard,london st pancras,birmingham new street,adult,25 days
advance,standard,london kings cross,york,no railcard,17 days
advance,standard,london st pancras,birmingham new street,no railcard,12 days
